locality,builtup_area_sqft,total_price,price_currency,property_status,new/resale,price_negotiable,description,security_deposit,facing,furnished,property_age,gymnasium,children's_play_area,club_house,lift(s),swimming_pool,landscaped_gardens,rain_water_harvesting,maintenance_staff,jogging_track,sports_facility,car_parking,24_x_7_security,full_power_backup,locality_score,project_score,builder_experience,indoor_games,atm,intercom,school,pincode,multipurpose_room,vaastu_compliant,cafeteria,staff_quarter,hospital,golf_course
Mohan Nagar,468.0,390000.0,INR,,1,0,"A plot is available for sale in Mohan Nagar, Ghaziabad. It has an area of 468 sqft. The property is available at a price of Rs. 3.90 lac . Its entry is northeast facing. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. It is situated in the proximity of all the important facilities. If you are interested, please contact us for more details. ",1,northeast,0,0,0,1,0,0,0,0,,1.0,1,0,,1,1,,,,,1.0,,,,,1.0,,,,
Raj Nagar Extension,333.0,260000.0,INR,,1,0,"This plot is situated in Raj Nagar Extension. It has an area of 333 sqft. The property is available at a price of Rs. 2.60 lac . It is northeast facing property. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. It is situated in the proximity of all the important facilities. Please contact for more details. ",1,northeast,0,0,0,1,0,0,0,0,,1.0,1,0,,1,0,,,,,1.0,,1.0,,,1.0,,,,
Raj Nagar Extension,594.0,462000.0,INR,,1,0,"A plot is available at a prime location in Raj Nagar Extension. It has an area of 594 sqft and is priced at Rs. 4.62 lac . Its entry is northeast facing. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. It is situated in the proximity of all the important facilities. Please contact us for more details. ",1,northeast,0,0,0,1,0,0,0,0,,,1,0,,1,1,,,,1.0,,,1.0,,,1.0,,,,
Raj Nagar Extension,405.0,320000.0,INR,,1,0,"A plot is available for sale in Raj Nagar Extension, Ghaziabad. It has an area of 405 sqft. The property is available at a price of Rs. 3.20 lac . It is northeast facing property. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. The site is in close proximity to various civic utilities. Please contact for more details. ",1,northeast,0,0,0,1,0,0,1,0,,1.0,1,0,,1,0,,,,,1.0,,1.0,,,1.0,,,,
Raj Nagar Extension,450.0,350000.0,INR,,1,0,"A plot is available for sale in Raj Nagar Extension, Ghaziabad. It has an area of 450 sqft and is priced at Rs. 3.50 lac . It is northeast facing property. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. The society is well connected by different modes of transportation. If you are interested, please contact us for more details. ",1,northeast,0,0,0,1,0,0,0,0,,1.0,1,0,,1,1,,,,1.0,,,1.0,,,,,,,
Raj Nagar Extension,558.0,550000.0,INR,,1,0,"Pay 25% & Rs. get registry, Rest amount Pay in 12 months Easy Installments. Gated with 24hrs security, Just 7 kms. from East Delhi. Adjacent to 3 major highways- Northern expressway, New Ghaziabad by pass, Eastern peripheral exp way with BCCI cricket stadium and high speed rail connectivity.
- Just Pay 25% Get Your Plot in Eco-Friendly area/62Sq.Yards Plots Near Raj Nagar Extension Ghaziabad",1,northeast,0,0,0,1,0,0,1,0,,,1,0,,1,0,,,,1.0,,,,,,1.0,,,,
Hindan Residential Area,558.0,500000.0,INR,,1,0,"This plot is situated in Hindan Residential Area, Ghaziabad. Its entry is northeast facing. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. The society is well connected by different modes of transportation. Kindly call us for details. ",1,northeast,0,0,0,1,0,0,1,0,,,1,0,,1,1,,,,1.0,,,,,,1.0,,,,
Mohan Nagar,1620.0,1026000.0,INR,,1,0,"A plot is available for sale in Mohan Nagar, Ghaziabad. It has an area of 1620 sqft. The property is available at a price of Rs. 10.26 lac . It is northeast facing property. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. The site is in close proximity to various civic utilities. Please contact for more details. ",1,northeast,0,0,0,1,0,0,1,0,,,1,0,,1,1,,,,1.0,,,,,,1.0,,,,
Shakti Khand,1620.0,1027000.0,INR,,1,0,"This plot is situated in Gold Castle Hariyali Farms, Shakti Khand, Ghaziabad. It has an area of 1620 sqft and is priced at Rs. 10.27 lac . The amenities include sports facility, 24 x 7 security, car parking, swimming pool, 24/7 , staff quarter, jogging track, children's play area, club house and maintenance staff. Its entry is northeast facing. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. The site is in close proximity to various civic utilities. If you are interested, please contact us for more details. ",1,northeast,0,0,0,1,1,0,1,0,,1.0,1,1,1.0,1,1,9.3,,2022.0,,,,,,,1.0,,1.0,,
Raj Nagar Extension,1620.0,1026000.0,INR,,1,0,"This plot is situated in Raj Nagar Extension, Ghaziabad. It has an area of 1620 sqft and is priced at Rs. 10.26 lac . It is northeast facing property. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. It is well connected to the city areas. Please contact us for more details. ",1,northeast,0,0,0,1,0,0,1,0,,,1,1,,1,1,,,,1.0,,,,,,1.0,,,,
Hindon Air Force Station,2097.0,1330000.0,INR,,1,0,"This plot is situated in Hindon Air Force Station. It has an area of 2097 sqft and is priced at Rs. 13.30 lac . Its entry is northeast facing. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. It is well connected to the city areas. Please contact us for more details. ",1,northeast,0,0,0,1,0,0,1,0,,,1,1,,1,1,,,,1.0,,,,,,1.0,,,,
Raj Nagar Extension,2556.0,1620000.0,INR,,1,0,"This plot is situated in Raj Nagar Extension, Ghaziabad. It has an area of 2556 sqft. The property is available at a price of Rs. 16.20 lac . It is facing northeast direction. The society is well connected by different modes of transportation. Please contact us for more details. ",1,northeast,0,0,0,1,0,0,1,0,,1.0,1,1,1.0,1,1,,,,1.0,,,,,,,,,,
Raj Nagar Extension,1944.0,1231000.0,INR,,1,0,"A plot is available for sale in Raj Nagar Extension, Ghaziabad. It has an area of 1944 sqft and is priced at Rs. 12.31 lac . Its entry is northeast facing. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. Kindly call us for details. ",1,northeast,0,0,0,1,0,0,1,0,,1.0,1,0,1.0,1,0,,,,1.0,,,,,,1.0,,,,
Raj Nagar Extension,1620.0,1030000.0,INR,,1,0,This plot is situated in Raj Nagar Extension. It has an area of 1620 sqft. The property is available at a price of Rs. 10.30 lac . Its entry is northwest facing. The site is in close proximity to various civic utilities. Kindly call us for details. ,1,northwest,0,0,0,1,0,0,1,0,,,1,0,,1,0,,,,,1.0,,1.0,,,1.0,,,,
NH9,459.0,765000.0,INR,,1,0,,1,west,0,0,0,1,0,0,0,0,,,0,0,,1,0,,,,,,,,,,,,,,
Lal Kuan,450.0,750000.0,INR,,1,0,,1,east,0,0,0,1,0,0,0,0,,,0,0,,1,0,7.4,,,,,,,,,,,,,
Hindon Air Force Station,180.0,1027000.0,INR,,1,0,"Gated with 24hrs security, Just 10 km from Ghaziabad . Adjacent to 3 major highways- Northern expressway, New Ghaziabad by pass, Eastern peripheral exp way with BCCI cricket stadium and high speed rail connectivity...",1,northeast,0,0,0,0,0,0,1,1,,,0,0,1.0,1,1,,,,,,,,,,,,,,
Raj Nagar Extension Road,558.0,550000.0,INR,,1,0,"Pay 10% & Rs. get registry, Rest amount in 12 month . Gated with 24hrs security, Just 10 km from Ghaziabad . Adjacent to 3 major highways- Northern expressway, New Ghaziabad by pass, Eastern peripheral exp way with BCCI cricket stadium and high speed rail connectivity",1,northeast,0,0,0,0,0,0,1,0,,,0,0,1.0,1,1,,,,,,,,,,,,,,
Lal Kuan,540.0,900000.0,INR,,1,0,,1,east,0,0,0,1,0,0,0,0,,,0,0,,1,0,7.4,,123.0,,,,,,,,,,,
Niti Khand 1,1206.0,10600000.0,INR,,1,1,,1,north,0,0,0,0,0,0,0,0,,,0,0,,0,0,,,,,,,,,,,,,,
Raj Nagar Extension,450.0,375000.0,INR,,1,0,"This plot is available for sale and is located in the heart of Raj Nagar Extension. It has an area of 450 sqft and is priced at Rs. 3.75 lac . It is facing northeast direction. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. Contact us for more details. ",1,northeast,0,0,0,1,0,0,0,0,,,1,0,,1,1,,,,,1.0,,1.0,,,1.0,,,,
Tilla Modh,1620.0,1100000.0,INR,,1,0,"This plot is available for sale and is located in the heart of Tilla Modh. It has an area of 1620 sqft. The property is available at a price of Rs. 11.00 lac . Its entry is northeast facing. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. It is well connected to the city areas. Please contact us for more details. ",1,northeast,0,0,0,1,1,0,1,0,,,1,0,,1,1,,,,1.0,1.0,,1.0,,,1.0,,,,
Rajendra Nagar,558.0,550000.0,INR,,1,0,"Pay 10% & Rs. get registry, Rest amount in 12 month . Gated with 24hrs security, Just 10 km from Ghaziabad . Adjacent to 3 major highways- Northern expressway, New Ghaziabad by pass, Eastern peripheral exp way with BCCI cricket stadium and high speed rail connectivity...",1,northeast,0,0,0,0,0,0,0,0,,,0,0,1.0,1,1,,,,,,,,,,,,,,
Masuri,9000.0,13000000.0,INR,,1,0,"A plot is available at a prime location in Vardah Builders Vardah Enclave. It has an area of 9000 sqft. The property is available at a price of Rs. 1.30 cr . The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. It is well connected to the city areas. Kindly call us for details. ",1,,0,0,0,1,0,0,0,0,,,1,0,,1,0,6.3,7.6,123.0,,,,,,,1.0,,,,
Masuri,900.0,1400000.0,INR,1.0,1,0,"It is a road facing property. The property is available on freehold. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. It is situated in the proximity of all the important facilities. Kindly call us for details.",1,,0,5,0,1,0,0,0,0,,,1,0,,1,0,6.3,7.6,123.0,,,,,,,1.0,,,,
NH34,711.0,1200000.0,INR,,1,0,,1,west,0,0,0,1,0,0,0,0,,,0,0,,1,0,,,,,1.0,,1.0,1.0,,,,,1.0,
Raj Nagar Extension,558.0,550000.0,INR,,1,0,"Pay 10% & Rs. get registry, Rest amount in 12 month . Gated with 24hrs security, Just 10 km from Ghaziabad . Adjacent to 3 major highways- Northern expressway, New Ghaziabad by pass, Eastern peripheral exp way with BCCI cricket stadium and high speed rail connectivity...",1,northeast,0,0,0,0,0,0,1,0,,,0,0,1.0,1,1,,,,,,,,,,,,,,
Dhoom Manikpur,450.0,475000.0,INR,,1,1,,1,north,0,0,0,1,0,0,0,0,,,1,0,,1,1,,,,,1.0,,,,,,,,,
Dhoom Manikpur,900.0,950000.0,INR,,1,1,,1,northeast,0,0,0,1,0,0,0,0,,1.0,1,0,1.0,1,1,,,,,1.0,,1.0,1.0,,1.0,,,1.0,
Dhoom Manikpur,1800.0,1900000.0,INR,,1,1,,1,northwest,0,0,0,1,0,0,0,0,,,1,0,,1,1,,,,,1.0,,,,,,,,,
Lal Kuan,810.0,855000.0,INR,,1,1,,1,west,0,0,0,0,0,0,0,0,,,0,0,1.0,0,0,7.4,,,,,,,1.0,,1.0,,,,
Lal Kuan,540.0,570000.0,INR,,1,1,,1,south,0,0,0,0,0,0,0,0,,,0,0,1.0,0,0,7.4,,,,,,,1.0,,1.0,,,,
Lal Kuan,450.0,475000.0,INR,,1,1,,1,north,0,0,0,0,0,0,0,0,,,0,0,1.0,0,0,7.4,,,,,,,1.0,,1.0,,,,
Lal Kuan,1350.0,1425000.0,INR,,1,1,,1,south,0,0,0,0,0,0,0,0,,,0,0,1.0,0,0,7.4,,,,,,,1.0,,1.0,,,,
Lal Kuan,1170.0,1235000.0,INR,,1,1,,1,south,0,0,0,0,0,0,0,0,,,0,0,1.0,0,0,7.4,,,,,,,1.0,,1.0,,,,
Lal Kuan,900.0,950000.0,INR,,1,1,,1,north,0,0,0,0,0,0,0,0,,,0,0,1.0,0,0,7.4,,,,,,,1.0,,1.0,,,,
Lal Kuan,720.0,760000.0,INR,,1,1,,1,south,0,0,0,0,0,0,0,0,,,0,0,1.0,0,0,7.4,,,,,,,1.0,,1.0,,,,
Lal Kuan,900.0,950000.0,INR,,1,0,,1,south,0,0,0,0,0,0,0,0,,,0,0,1.0,0,0,7.4,,,,,,,1.0,,1.0,,,,
Lal Kuan,900.0,950000.0,INR,,1,1,,1,northeast,0,0,0,0,0,0,0,0,,,0,0,1.0,0,0,7.4,,,,,,,1.0,,1.0,,,,
Lal Kuan,540.0,570000.0,INR,,1,1,,1,east,0,0,0,0,0,0,0,0,,,0,0,1.0,0,0,7.4,,,,,,,1.0,,1.0,,,,
Lal Kuan,1800.0,1900000.0,INR,,1,1,,1,southwest,0,0,0,0,0,0,0,0,,,0,0,1.0,0,0,7.4,,,,,,,1.0,,1.0,,,,
Lal Kuan,1350.0,1425000.0,INR,,1,1,,1,northwest,0,0,0,0,0,0,0,0,,,0,0,1.0,0,0,7.4,,,,,,,1.0,,1.0,,,,
Lal Kuan,900.0,950000.0,INR,,1,1,,1,northwest,0,0,0,0,0,0,0,0,,,0,0,1.0,0,0,7.4,,,,,,,1.0,,1.0,,,,
Lal Kuan,450.0,475000.0,INR,,1,0,,1,north,0,0,0,0,0,0,0,0,,,0,0,1.0,0,0,7.4,,,,,,,1.0,,1.0,,,,
Lal Kuan,630.0,665000.0,INR,,1,1,,1,northwest,0,0,0,0,0,0,0,0,,,0,0,1.0,0,0,7.4,,,,,,,1.0,,1.0,,,,
Lal Kuan,1350.0,1425000.0,INR,,1,1,,1,northeast,0,0,0,0,0,0,0,0,,,0,0,1.0,0,0,7.4,,,,,,,1.0,,1.0,,,,
Lal Kuan,1350.0,1425000.0,INR,,1,1,,1,south,0,0,0,0,0,0,0,0,,,0,0,1.0,0,0,7.4,,,,,,,1.0,,,,,,
Lal Kuan,990.0,1045000.0,INR,,1,0,,1,northeast,0,0,0,0,0,0,0,0,,,0,0,1.0,0,0,7.4,,,,,,,1.0,,,,,,
Raj Nagar Extension,558.0,550000.0,INR,,1,0,"Pay 10% & Rs. get registry, Rest amount in 12 month . Gated with 24hrs security, Just 10 km from Ghaziabad . Adjacent to 3 major highways- Northern expressway, New Ghaziabad by pass, Eastern peripheral exp way with BCCI cricket stadium and high speed rail connectivity...",1,northeast,0,0,0,0,0,0,1,1,,1.0,0,0,1.0,1,1,,,,1.0,,,1.0,,,,,,,
2 Avantika Main,1548.0,6020000.0,INR,,0,1,,1,west,0,0,1,0,0,0,0,0,,,0,0,1.0,1,0,,,,,1.0,,1.0,,,,,,1.0,
Masuri,900.0,1400000.0,INR,,1,0,"This plot is situated in Vardah Builders Vardah Enclave, Masuri. It has an area of 900 sqft. The property is available at a price of Rs. 14.00 lac . The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. It is situated in the proximity of all the important facilities. Please contact for more details. ",1,,0,0,0,1,0,0,0,0,,,1,0,,1,0,6.3,7.6,123.0,,,,,,,1.0,,,,
Chipiyana Buzurg,900.0,4000000.0,INR,,0,0,"This property is located nearby to Shaberi Market, Gaur Chowk is 2 KM away. NH-24 is 5 minutes drive, All amenities are available in vicinities. East facing plot in a populated area",1,,0,0,0,0,0,0,0,0,,,0,0,,0,0,,,,,,,,,,,,,,
Girdharpur village,540.0,900000.0,INR,1.0,0,1,Near to New Modern Railway City and adjoining to Girdharpur Sunarsi. Wave city will connect the his road with Ghaziabad and Bulandshahar road in near future. Good connectivity to greater noida through Bisrakh Maur.,1,east,0,10,0,0,0,0,0,0,,,0,0,,0,0,,,,,,,,,,,,,,
sanjay nagar,1098.0,2444000.0,INR,,0,1,,1,northeast,0,0,1,0,0,0,0,0,,,0,0,1.0,1,0,,,,,1.0,,1.0,,,,,,1.0,
Rajendra Nagar,2700.0,19500000.0,INR,,0,0,,1,northeast,0,0,0,0,0,0,0,0,,,0,0,,0,0,,,,,,,,,,,,,,
NH 24 Highway,900.0,1250000.0,INR,,1,1,"Plot for sale nh 24 Jindal nagar ghaziabad 
Plot size 900sqft 
Price 12.5lac
Immediately position
80% loan or easy emi available 
30 foot road
Front site 10000 gaj me park
All facilities here",1,east,0,0,0,1,0,0,0,0,1.0,,1,0,,1,0,,,,,1.0,,1.0,,,,,,1.0,
Raj Nagar Extension,558.0,500000.0,INR,,1,0,"This plot is situated in Raj Nagar Extension, Ghaziabad. It has an area of 558 sqft and is priced at Rs. 5.00 lac . The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. It is well connected to the city areas. Please contact us for more details. ",1,,0,0,0,0,0,0,0,0,,,0,0,,0,0,,,,,,,,,,,,,,
Raj Nagar Extension,560.0,550000.0,INR,,1,0,"A plot property is available for sale in Raj Nagar Extension, Ghaziabad. It has an area of 560 sqft and is priced at Rs. 5.50 lac . The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. It is well connected to the city areas. Please contact us for more details. ",1,,0,0,0,0,0,0,0,0,,,0,0,,0,0,,,,,,,,,,,,,,
Ghaziabad,900.0,1400000.0,INR,1.0,0,0,"Residential Plot available for sale in Girdgarpur, Sunarasi, Ghaziabad, Wave City, Wave City, Ghaziabad. Available amenities are: Garden, Lift. Property is inside a gated community.",1,east,0,0,0,0,0,1,0,0,,,0,0,,0,0,,,,,,,,,,,,,,
vaishali sector 3,344.0,4300000.0,INR,,0,0,32 meter residential plot available for sale in vaishali sector 3f near chhaya public school and vaishali metro station with all basic facilities like market bank mall etc.,1,west,0,0,0,1,0,0,0,0,1.0,,0,0,,0,0,,,,,1.0,,1.0,,,1.0,,,1.0,
Dasna,2152.0,10039080.0,INR,0.0,1,0,"This plot is situated in Aditya Builders Pune World City, Dasna. It has an area of 2152 sqft. The property is available at a price of Rs. 1.00 cr . The amenities include multipurpose room, swimming pool, intercom, sewage treatment plant, service lift, others, flower garden, landscape garden and tree planting, gymnasium and children's play area. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. It is situated in the proximity of all the important facilities. ",1,,0,0,1,1,1,1,1,1,1.0,1.0,1,1,1.0,1,1,7.2,,43.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,
Dasna,1197.0,5584005.0,INR,0.0,1,0,"A plot property is available for sale in Aditya Builders Pune World City, Dasna, Ghaziabad. It has an area of 1197 sqft. The property is available at a price of Rs. 55.84 lac . The amenities include gymnasium, sewage treatment plant, water storage, conference room, sports facility, swimming pool, landscape garden and tree planting, cycling & jogging track, flower garden and landscaped gardens. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. It is situated in the proximity of all the important facilities. Please contact for more details. ",1,,0,0,1,1,1,1,1,1,1.0,1.0,1,1,1.0,1,1,7.2,,43.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,
vaishali 5,1571.0,17200000.0,INR,,0,0,"This plot is available for sale and is located in the heart of vaishali 5. It has an area of 1571 sqft and is priced at Rs. 1.72 cr . Its entry is northwest facing. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. The society is well connected by different modes of transportation.",1,northwest,0,0,0,0,0,0,0,0,,,0,0,,0,0,,,,,,,,,,,,,,
vaishali sector 3,968.0,10000000.0,INR,,0,0,"This plot is situated in vaishali sector 3. It has an area of 968 sqft and is priced at Rs. 1.00 cr . It is facing southeast direction. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. It is situated in the proximity of all the important facilities. Kindly call us for details.",1,southeast,0,0,0,0,0,0,0,0,,,0,0,,0,0,,,,,,,,,,,,,,
Vaishali Sector 4,1371.0,16200000.0,INR,,0,0,"This plot is available for sale and is located in the heart of Vaishali Sector 4. It has a salable area of 1371 sqft and is available at a price of Rs. 11,816 per sqft. Its entry is northwest facing. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. The society is well connected by different modes of transportation. If you are interested, please contact us for more details. ",1,northwest,0,0,0,0,0,0,0,0,,,0,0,,0,0,,,,,,,,,,,,,,
vaishali sector 3,344.0,4500000.0,INR,,0,0,"32 meter 11x33 residential GDA approved plot available for sale in sector 3 vaishali near to chhaya public school, metro station vaishali is only on 10 minutes walking away.",1,west,0,0,0,1,0,0,0,0,,,0,0,,0,0,,,,,,,,,,,,,,
Lal Kuan,405.0,561735.0,INR,,0,1,"This plot is available for sale and is located in the heart of Lal Kuan. It has a salable area of 405 sqft and is available at a price of Rs. 1,387 per sqft. It is northeast facing property. It is situated in the proximity of all the important facilities. Contact us for more details. ",1,northeast,0,0,1,1,0,0,0,0,,1.0,1,0,1.0,1,1,,,,1.0,1.0,,1.0,1.0,,1.0,,1.0,1.0,
Lal Kuan,900.0,1600000.0,INR,1.0,0,0,"This plot is situated in Sare Homes Gurgaon Ebony Greens, Lal Kuan, Ghaziabad. Its entry is east facing. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. It is situated in the proximity of all the important facilities. Kindly call us for details. ",1,east,0,10,0,0,1,1,1,0,1.0,,1,0,1.0,1,1,7.4,8.0,16.0,,,,,,,1.0,,,,
Mohan Nagar,1620.0,1100000.0,INR,,1,0,"This plot is situated in Mohan Nagar. It has a salable area of 1620 sqft and is available at a price of Rs. 679 per sqft. Its entry is east facing. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. It is situated in the proximity of all the important facilities. Please contact for more details. ",1,east,0,0,0,0,0,0,0,0,,,0,0,,0,0,,,,,,,,,,,,,,
Tilla Mode Farukh Nagar Road,1944.0,1300000.0,INR,,1,0,"A plot property is available for sale in Tilla Mode Farukh Nagar Road, Ghaziabad. It has an area of 1944 sqft. The property is available at a price of Rs. 13.00 lac . It is east facing property. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. It is situated in the proximity of all the important facilities. Please contact for more details. ",1,east,0,0,0,0,0,0,0,0,,,0,0,,0,0,,,,,,,,,,,,,,
Hindan Residential Area,1944.0,1300000.0,INR,,1,0,"A plot property is available for sale in Hindan Residential Area, Ghaziabad. It has a salable area of 1944 sqft and is available at a price of Rs. 668 per sqft. Its entry is east facing. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. It is situated in the proximity of all the important facilities. Contact us for more details. ",1,east,0,0,0,0,0,0,0,0,,,0,0,,0,0,,,,,,,,,,,,,,
Raj Nagar Extension,9072.0,6000000.0,INR,,1,0,"It has an area of 9072 sqft and is priced at Rs. 60.00 lac . Its entry is east facing. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. The site is in close proximity to various civic utilities. Please contact for more details. ",1,east,0,0,0,0,0,0,0,0,,,0,0,,0,0,,,,,,,,,,,,,,
Ghaziabad,1620.0,1100000.0,INR,,1,0,"A plot is available for sale in Ghaziabad, Ghaziabad. It has an area of 1620 sqft. The property is available at a price of Rs. 11.00 lac . It is east facing property. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. The site is in close proximity to various civic utilities. If you are interested, please contact us for more details. ",1,east,0,0,0,0,0,0,0,0,,,0,0,,0,0,,,,,,,,,,,,,,
Loni Bhopura Road,558.0,500000.0,INR,,1,0,"It has an area of 558 sqft and is priced at Rs. 5.00 lac . It is east facing property. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. The site is in close proximity to various civic utilities. Please contact us for more details. ",1,east,0,0,0,0,0,0,0,0,,,0,0,,0,0,,,,,,,,,,,,,,
Bhopura,558.0,500000.0,INR,,1,0,"This plot is available for sale and is located in the heart of Bhopura. It has an area of 558 sqft. The property is available at a price of Rs. 5.00 lac . Its entry is northeast facing. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. The site is in close proximity to various civic utilities. Contact us for more details. ",1,northeast,0,0,0,0,0,0,0,0,,,0,0,,0,0,,,,,,,,,,,,,,
Hindon Air Force Station,558.0,500000.0,INR,,1,0,"This plot is available for sale and is located in the heart of Hindon Air Force Station. It has an area of 558 sqft and is priced at Rs. 5.00 lac . It is facing east direction. It is well connected to the city areas. If you are interested, please contact us for more details. ",1,east,0,0,0,0,0,0,0,0,,,0,0,,0,0,,,,,,,,,,,,,,
Tilla Mode Farukh Nagar Road,558.0,500000.0,INR,,1,0,"This plot is situated in Tilla Mode Farukh Nagar Road. It has a salable area of 558 sqft and is available at a price of Rs. 896 per sqft. It is east facing property. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. The site is in close proximity to various civic utilities. Contact us for more details. ",1,east,0,0,0,0,0,0,0,0,,,0,0,,0,0,,,,,,,,,,,,,,
Raj Nagar Extension,558.0,500000.0,INR,,1,0,"A plot property is available for sale in Raj Nagar Extension, Ghaziabad. It has an area of 558 sqft and is priced at Rs. 5.00 lac . The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. It is situated in the proximity of all the important facilities. Kindly call us for details. ",1,east,0,0,0,0,0,0,0,0,,,0,0,,0,0,,,,,,,,,,,,,,
Raj Nagar Extension,1620.0,1100000.0,INR,,1,0,"A plot property is available for sale in Raj Nagar Extension, Ghaziabad. It has an area of 1620 sqft. The property is available at a price of Rs. 11.00 lac . It is facing northeast direction. The site is in close proximity to various civic utilities. If you are interested, please contact us for more details. ",1,northeast,0,0,0,0,0,0,0,0,,,0,0,,0,0,,,,,,,,,,,,,,
Raj Nagar Extension,558.0,550000.0,INR,,1,0,"A plot is available for sale in Raj Nagar Extension, Ghaziabad. It is east facing property. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. It is situated in the proximity of all the important facilities. Please contact us for more details. ",1,east,0,0,0,0,0,0,0,0,,,0,0,,0,0,,,,,,,,,,,,,,
Hindan Residential Area,1944.0,1300000.0,INR,,1,0,"A plot is available for sale in Hindan Residential Area, Ghaziabad. It has an area of 1944 sqft and is priced at Rs. 13.00 lac . It is facing northeast direction. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. It is well connected to the city areas. Contact us for more details. ",1,northeast,0,0,0,0,0,0,0,0,,,0,0,,0,0,,,,,,,,,,,,,,
Raj Nagar Extension,558.0,500000.0,INR,,1,0,"A plot is available for sale in Raj Nagar Extension, Ghaziabad. It has an area of 558 sqft. The property is available at a price of Rs. 5.00 lac . Its entry is northeast facing. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. It is well connected to the city areas. If you are interested, please contact us for more details. ",1,northeast,0,0,0,0,0,0,0,0,,,0,0,,0,0,,,,,,,,,,,,,,
Hindan Residential Area,558.0,500000.0,INR,1.0,1,0,A plot is available at a prime location in Hindan Residential Area. It has an area of 558 sqft and is priced at Rs. 5.00 lac . Its entry is east facing. It is well connected to the city areas. Kindly call us for details. ,1,east,0,0,0,0,0,0,0,0,,,0,0,,0,0,,,,,,,,,,,,,,
Tilla Mode Farukh Nagar Road,558.0,500000.0,INR,,1,0,"It has a salable area of 558 sqft and is available at a price of Rs. 896 per sqft. It is facing east direction. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. It is situated in the proximity of all the important facilities. Please contact for more details. ",1,east,0,0,0,0,0,0,0,0,,,0,0,,0,0,,,,,,,,,,,,,,
Raj Nagar Extension,9072.0,1200000.0,INR,,1,0,"This plot is situated in Raj Nagar Extension. It has a salable area of 9072 sqft and is available at a price of Rs. 132 per sqft. It is facing east direction. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. Contact us for more details. ",1,east,0,0,0,0,0,0,0,0,,,0,0,,0,0,,,,,,,,,,,,,,
