locality,builtup_area_sqft,total_price,price_currency,property_status,new/resale,price_negotiable,description,security_deposit,facing,furnished,property_age,lift(s),24_x_7_security,children's_play_area,club_house,full_power_backup,swimming_pool,sports_facility,jogging_track,landscaped_gardens,gymnasium,school,locality_score,project_score,builder_experience,intercom,rain_water_harvesting,car_parking,vaastu_compliant,indoor_games,multipurpose_room,staff_quarter,golf_course,cafeteria,maintenance_staff,atm,pincode,hospital
Lal Kuan,1500.0,4600000.0,INR,1.0,1,0,"It has a built-up area of 1500 sqft and is priced at Rs. 46.00 lac . It is east facing property. It is a ready-to-move-in property. It is made in way to provide a comfortable living for the residents. The society is well connected by different modes of transportation. If you are interested, please contact us for more details. ",1,east,0,0,0,0,1,1,0,0,0,0,0,0,,7.4,,,,,,,,,,,,,,,
Lal Kuan,1470.0,4600000.0,INR,1.0,1,0,The house is semi-furnished. It is facing east direction. This residential property is ready-to-move-in. It is made in way to provide a comfortable living for the residents. It is well connected to the city areas. Please contact for more details. ,1,east,0,0,0,0,1,1,0,0,0,0,0,0,,7.4,,,,,,,,,,,,,,,
Lal Kuan,1480.0,4600000.0,INR,1.0,1,0,"A 3 bhk property is available for sale in Lal Kuan, Ghaziabad. It is a semi-furnished property. Its main door is facing east direction. This residential property is ready-to-move-in. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. Please contact for more details. ",1,east,0,0,0,0,1,1,0,0,0,0,0,0,,7.4,,,,,,,,,,,,,,,
Chhapraula,1485.0,4600000.0,INR,1.0,1,0,Well designed 3 bhk villa is available at a prime location in Sri Sai Hertage. It has an area of 1485 sqft . The property is available at a price of Rs. 46.00 lac . It is a 2 year old ready-to-move-in property. It is made in way to provide a comfortable living. It is well connected to the city areas. Please contact for more details. ,1,east,0,2,0,0,1,1,0,0,0,0,0,0,,,,2022.0,,,,,,,,,,,,,
Chhapraula,1480.0,4600000.0,INR,1.0,1,0,Well designed 3 bhk villa is available at a prime location in Shri Sai Heritage. It has a built-up area of 1480 sqft and is priced at Rs. 46.00 lac . It is a semi-furnished property. Its main door is facing east direction. It is made in way to provide a comfortable living for the residents. The site is in close proximity to various civic utilities. Kindly call us for details. ,1,east,0,2,0,0,1,1,0,0,0,0,0,0,,,,2022.0,,,,,,,,,,,,,
Chhapraula,1475.0,4550000.0,INR,1.0,1,0,"A spacious 3 bhk villa is available for sale in Sri Sai Hertage, Chhapraula, Ghaziabad. It has a built-up area of 1475 sqft and is priced at Rs. 45.50 lac . The house is semi-furnished. Its main door is facing east direction. This residential property is ready-to-move-in. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. The society is well connected by different modes of transportation. Contact us for more details. ",1,east,0,2,0,0,1,1,0,0,0,0,0,0,,,,2022.0,,,,,,,,,,,,,
Chhapraula,1470.0,4550000.0,INR,1.0,1,0,It has an area of 1470 sqft . The property is available at a price of Rs. 45.50 lac . The house is semi-furnished. It is east facing property. It is made in way to provide a comfortable living. It is situated in the proximity of all the important facilities. ,1,east,0,0,0,0,1,1,0,0,0,0,0,0,,,,,,,,,,,,,,,,,
Chhapraula,1475.0,4550000.0,INR,1.0,1,0,"Well designed 3 bhk villa is available at a prime location in Sri Sai Hertage. It has a salable area of 1475 sqft and is available at a price of Rs. 3,084 per sqft. It is east facing property. This residential property is ready-to-move-in. It is made in way to provide a comfortable living for the residents. The society is well connected by different modes of transportation. ",1,east,0,2,0,0,1,1,0,0,0,0,0,0,,,,2022.0,,,,,,,,,,,,,
Vasundhara,1475.0,4600000.0,INR,1.0,1,0,It has a built-up area of 1475 sqft and is priced at Rs. 46.00 lac . It is a semi-furnished property. It is east facing property. It is a ready-to-move-in property. Please contact for more details. ,1,east,0,0,0,0,1,1,0,0,0,0,0,0,,,,,,,,,,,,,,,,,
Indirapuram,1495.0,4600000.0,INR,1.0,1,0,"Well designed 3 bhk villa is available at a prime location in Indirapuram. It has a salable area of 1495 sqft and is available at a price of Rs. 3,076 per sqft. It is made in way to provide a comfortable living. The site is in close proximity to various civic utilities. If you are interested, please contact us for more details. ",1,east,0,0,0,0,1,1,0,0,0,0,0,0,,,,,,,,,,,,,,,,,
Vasundhara,1490.0,4600000.0,INR,1.0,1,0,"Well designed 3 bhk villa is available at a prime location in Vasundhara. It has a built-up area of 1490 sqft and is priced at Rs. 46.00 lac . It is a semi-furnished property. It is east facing property. This residential property is ready-to-move-in. It is made in way to provide a comfortable living for the residents. The site is in close proximity to various civic utilities. If you are interested, please contact us for more details. ",1,east,0,0,0,0,1,1,0,0,0,0,0,0,,,,,,,,,,,,,,,,,
Chhapraula,1490.0,4600000.0,INR,1.0,1,0,It’s a 3 bhk villa situated in Chhapraula. It has an area of 1490 sqft . The property is available at a price of Rs. 46.00 lac . The house is semi-furnished. It is facing east direction. This residential property is ready-to-move-in. It is made in way to provide a comfortable living. It is well connected to the city areas. Kindly call us for details. ,1,east,0,0,0,0,1,1,1,0,0,0,0,0,,,,,,,,,,,,,,,,,
Lal Kuan,1475.0,2800000.0,INR,1.0,1,0,It has an area of 1475 sqft . The property is available at a price of Rs. 28.00 lac . It is east facing property. It is a ready-to-move-in property. It is made in way to provide a comfortable living. The site is in close proximity to various civic utilities. ,1,east,0,0,0,0,1,1,0,0,0,0,0,0,,7.4,,,,,,,,,,,,,,,
Lal Kuan,1490.0,4600000.0,INR,1.0,1,0,"A spacious 3 bhk villa is available for sale in Lal Kuan, Ghaziabad. It has a salable area of 1490 sqft and is available at a price of Rs. 3,087 per sqft. The house is semi-furnished. Its main door is facing east direction. It is a ready-to-move-in property. It is made in way to provide a comfortable living. The site is in close proximity to various civic utilities. Kindly call us for details. ",1,east,0,0,0,0,1,1,0,0,0,0,0,0,,7.4,,,,,,,,,,,,,,,
Lal Kuan,1478.0,4570000.0,INR,1.0,1,0,"A spacious 3 bhk villa is available for sale in Lal Kuan, Ghaziabad. It has a built-up area of 1478 sqft and is priced at Rs. 45.70 lac . The house is semi-furnished. It is facing east direction. This residential property is ready-to-move-in. It is made in way to provide a comfortable living for the residents. If you are interested, please contact us for more details. ",1,east,0,0,0,0,1,1,0,0,0,0,0,0,,7.4,,,,,,,,,,,,,,,
Chhapraula,1490.0,4600000.0,INR,1.0,1,0,"It’s a 3 bhk villa situated in Sri Sai Hertage, Chhapraula. It has a built-up area of 1490 sqft and is priced at Rs. 46.00 lac . It is a semi-furnished property. It is east facing property. It is a 2 year old ready-to-move-in property. It is made in way to provide a comfortable living for the residents. The society is well connected by different modes of transportation. ",1,east,0,2,0,0,1,0,0,0,0,0,0,0,,,,2022.0,,,,,,,,,,,,,
Chhapraula,1498.0,4600000.0,INR,1.0,1,0,It has a built-up area of 1498 sqft and is priced at Rs. 46.00 lac . The house is semi-furnished. It is east facing property. It is a 2 year old ready-to-move-in property. It is made in way to provide a comfortable living for the residents. It is well connected to the city areas. Please contact us for more details. ,1,east,0,2,0,0,1,1,0,0,0,0,0,0,,,,2022.0,,,,,,,,,,,,,
Chhapraula,1480.0,4500000.0,INR,1.0,1,0,It has a built-up area of 1480 sqft and is priced at Rs. 45.00 lac . Its main door is facing east direction. This residential property is ready-to-move-in. It is made in way to provide a comfortable living for the residents. The society is well connected by different modes of transportation. ,1,east,0,2,0,0,1,1,0,0,0,0,0,0,,,,2022.0,,,,,,,,,,,,,
Lal Kuan,450.0,1500000.0,INR,,1,1,"The house is semi-furnished. Furnishings include 1 wardrobe, 1 tv, 1 refrigerator, 1 sofa, 1 washing machine, 1 wifi, 1 microwave, 1 dining table, 1 gas connection, 1 ac, 1 bed and 1 modular kitchen. The property is in a complex owned by a co-operative society. It is a ready-to-move-in property. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. It is well connected to the city areas. Please contact for more details. ",1,north,0,2,0,1,0,0,1,0,0,0,0,1,,,,,,,1.0,,,,,,,,,,
Lajpat Nagar,1530.0,6500000.0,INR,,0,1,,1,east,0,9,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,
Rajendra Nagar,1458.0,16500000.0,INR,,0,1,,1,northeast,0,7,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,
Lal Kuan,315.0,1162000.0,INR,1.0,0,1,Well designed 1 bhk villa is available at a prime location in Shri Krishna Promoters And Developers Gagan Enclave Phase 1. It has an area of 315 sqft . The property is available at a price of Rs. 11.62 lac (negotiable ). The house is semi-furnished. Its main door is facing east direction. It is a ready-to-move-in property. Kindly call us for details. ,1,east,0,0,0,1,1,0,0,0,0,0,0,1,1.0,7.4,,,,,1.0,1.0,,,1.0,,,,1.0,1.0,1.0
Lal Kuan,432.0,1590000.0,INR,1.0,0,1,"It’s a 2 bhk villa situated in Shri Krishna Promoters And Developers Gagan Enclave Phase 1, Lal Kuan, Ghaziabad. It has an area of 432 sqft . The property is available at a price of Rs. 15.90 lac (negotiable ). The house is semi-furnished. It is east facing property. The property is available on freehold. It is a ready-to-move-in property. It is made in way to provide a comfortable living. It is well connected to the city areas. Kindly call us for details. ",1,east,0,0,0,1,0,0,1,0,0,1,0,0,1.0,7.4,,,,,1.0,1.0,,,,,,,1.0,1.0,1.0
Lal Kuan,495.0,1829520.0,INR,1.0,0,1,"A spacious 2 bhk villa is available for sale in Shri Krishna Promoters And Developers Gagan Enclave Phase 1, Lal Kuan, Ghaziabad. It has a salable area of 495 sqft and is available at a price of Rs. 3,696 per sqft. It is a semi-furnished property. It is a corner property. The property is available on freehold. The property has 2 bathrooms and 2 balconies. This residential property is ready-to-move-in. It is made in way to provide a comfortable living. It is situated in the proximity of all the important facilities. Please contact us for more details. ",1,east,0,0,0,1,0,0,0,0,0,1,0,0,1.0,7.4,,,,,1.0,,,1.0,,,,1.0,1.0,1.0,1.0
Lal Kuan,345.0,1261000.0,INR,1.0,0,1,It has a built-up area of 345 sqft and is priced at Rs. 12.61 lac (negotiable). It is a semi-furnished property. The property is available on freehold. The property has 1 bathroom and 1 balcony. This residential property is ready-to-move-in. It is made in way to provide a comfortable living. It is situated in the proximity of all the important facilities. Please contact us for more details. ,1,east,0,0,0,1,0,0,0,0,0,0,0,1,1.0,7.4,,,,1.0,1.0,1.0,,1.0,,,,,1.0,1.0,1.0
Lal Kuan,900.0,2700000.0,INR,1.0,1,0,"A spacious 3 bhk villa is available for sale in Sundaram Construction Royal Homes, Lal Kuan, Ghaziabad. It has a built-up area of 900 sqft and is priced at Rs. 27.00 lac . This residential property is ready-to-move-in. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. Kindly call us for details. ",1,,0,1,0,1,0,0,1,0,0,0,0,0,,7.4,,,,,,,,,,,,,,,
Lal Kuan,450.0,1425150.0,INR,1.0,1,0,"Well designed 1 bhk villa is available at a prime location in Sundaram Construction Royal Homes. It has an area of 450 sqft . The property is available at a price of Rs. 14.25 lac . It has gated community. Other amenities include 24 x 7 security, cctv, full power backup and 24x7 water supply. It is a ready-to-move-in property. Kindly call us for details. ",1,,0,1,0,1,0,0,1,0,0,0,0,0,,7.4,,,,,,,,,,,,,,,
Lal Kuan,540.0,1649700.0,INR,1.0,1,0,"This spacious 1 bhk villa is available for sale and is located in Sundaram Construction Royal Homes, one of the most prestigious projects of Lal Kuan. It has an area of 540 sqft . The property is available at a price of Rs. 16.50 lac . It is an unfurnished property. It has 24 x 7 security. Other amenities include cctv, full power backup, 24x7 water supply and gated community. It is a ready-to-move-in property. It is made in way to provide a comfortable living. It is situated in the proximity of all the important facilities. If you are interested, please contact us for more details. ",1,,0,1,0,1,0,0,1,0,0,0,0,0,,7.4,,,,,,,,,,,,,,,
Lal Kuan,630.0,1850310.0,INR,1.0,1,0,"A 2 bhk property is available for sale in Sundaram Construction Royal Homes, Lal Kuan, Ghaziabad. It has a salable area of 630 sqft and is available at a price of Rs. 2,937 per sqft. It has cctv. Other amenities include gated community, 24x7 water supply, 24 x 7 security and full power backup. This residential property is ready-to-move-in. It is made in way to provide a comfortable living for the residents. Please contact us for more details. ",1,,0,1,0,1,0,0,1,0,0,0,0,0,,7.4,,,,,,,,,,,,,,,
Lal Kuan,720.0,2150640.0,INR,1.0,1,0,"It’s a 2 bhk villa situated in Sundaram Construction Royal Homes, Lal Kuan, Ghaziabad. It has a salable area of 720 sqft and is available at a price of Rs. 2,987 per sqft. It is an unfurnished property. It has full power backup as well as 24x7 water supply. The project also has 24 x 7 security, cctv and gated community. It is a ready-to-move-in property. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. The site is in close proximity to various civic utilities. Contact us for more details. ",1,,0,1,0,1,0,0,1,0,0,0,0,0,,7.4,,,,,,,,,,,,,,,
Lal Kuan,720.0,2800000.0,INR,1.0,1,0,"It has a salable area of 720 sqft and is available at a price of Rs. 3,888 per sqft. It is an unfurnished property. This residential property is ready-to-move-in. It is made in way to provide a comfortable living for the residents. Kindly call us for details. ",1,,0,4,0,0,0,0,0,0,0,0,0,0,,7.4,,123.0,,,,,,,,,,,,,
Lal Kuan,450.0,1800000.0,INR,,1,0,"The house is unfurnished. This residential property is ready-to-move-in. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. The society is well connected by different modes of transportation. Please contact us for more details. ",1,,0,4,0,0,0,0,0,0,0,0,0,0,,7.4,,123.0,,,,,,,,,,,,,
Lal Kuan,1100.0,3500000.0,INR,1.0,1,0,"A 3 bhk property is available for sale in Property Vision Promotors And Developers Mansarovar Park Lalkua, Lal Kuan, Ghaziabad. It has a built-up area of 1100 sqft and is priced at Rs. 35.00 lac . The house is unfurnished. This residential property is ready-to-move-in. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. It is well connected to the city areas. If you are interested, please contact us for more details. ",1,,0,4,0,0,0,0,0,0,0,0,0,0,,7.4,,123.0,,,,,,,,,,,,,
Chhapraula,540.0,1650780.0,INR,1.0,1,0,"It’s a 2 bhk villa situated in Sundaram Construction Royal Garden, Chhapraula, Ghaziabad. It has an area of 540 sqft . The property is available at a price of Rs. 16.51 lac . It is an unfurnished property. It has fire sprinklers as well as full power backup. The project also has 24x7 water supply and gated community. This residential property is ready-to-move-in. It is made in way to provide a comfortable living. Kindly call us for details. ",1,,0,1,0,0,0,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,
Chhapraula,639.0,2249919.0,INR,1.0,1,0,"It has an area of 639 sqft . The property is available at a price of Rs. 22.50 lac . The house is unfurnished. It has fire sprinklers. Other amenities include 24x7 water supply, gated community and full power backup. It is a ready-to-move-in property. It is made in way to provide a comfortable living for the residents. It is well connected to the city areas. Kindly call us for details. ",1,,0,1,0,0,0,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,
Chhapraula,369.0,1250172.0,INR,1.0,1,0,"A 1 bhk property is available for sale in Sundaram Construction Royal Garden, Chhapraula, Ghaziabad. It has a built-up area of 369 sqft and is priced at Rs. 12.50 lac . It is an unfurnished property. It has full power backup. Other amenities include 24x7 water supply, gated community and fire sprinklers. This residential property is ready-to-move-in. It is made in way to provide a comfortable living. The site is in close proximity to various civic utilities. Kindly call us for details. ",1,,0,1,0,0,0,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,
Lal Kuan,1700.0,4768500.0,INR,1.0,1,0,"Well designed 3 bhk villa is available at a prime location in ADV Realtors AR Residency. It has a salable area of 1700 sqft and is available at a price of Rs. 2,805 per sqft. The house is unfurnished. It has cctv. Other amenities include temple, gated community, 24 x 7 security, landscape garden and tree planting and 24x7 water supply. It is a ready-to-move-in property. It is made in way to provide a comfortable living. It is well connected to the city areas. If you are interested, please contact us for more details. ",1,,0,0,0,1,0,0,0,0,0,0,0,0,,7.4,,,,,,,,,,,,,,,
Lal Kuan,720.0,2800000.0,INR,1.0,1,0,"Well designed 2 bhk villa is available at a prime location in Property Vision Promotors And Developers Mansarovar Park Lalkua. It has a salable area of 720 sqft and is available at a price of Rs. 3,888 per sqft. The house is unfurnished. It is a 4 year old ready-to-move-in property. It is made in way to provide a comfortable living for the residents. The site is in close proximity to various civic utilities. If you are interested, please contact us for more details. ",1,,0,4,0,0,0,0,0,0,0,0,0,0,,7.4,,123.0,,,,,,,,,,,,,
Lal Kuan,450.0,1800000.0,INR,,1,0,"A 1 bhk property is available for sale in Property Vision Promotors And Developers Mansarovar Park Lalkua, Lal Kuan, Ghaziabad. It has a built-up area of 450 sqft and is priced at Rs. 18.00 lac . It is an unfurnished property. It is a 4 year old ready-to-move-in property. It is made in way to provide a comfortable living. The site is in close proximity to various civic utilities. If you are interested, please contact us for more details. ",1,,0,4,0,0,0,0,0,0,0,0,0,0,,7.4,,123.0,,,,,,,,,,,,,
Lal Kuan,1100.0,3500000.0,INR,1.0,1,0,"A 3 bhk property is available for sale in Property Vision Promotors And Developers Mansarovar Park Lalkua, Lal Kuan, Ghaziabad. It has an area of 1100 sqft . The property is available at a price of Rs. 35.00 lac . It is an unfurnished property. It is a 4 year old ready-to-move-in property. It is made in way to provide a comfortable living. The society is well connected by different modes of transportation. Contact us for more details. ",1,,0,4,0,0,0,0,0,0,0,0,0,0,,7.4,,123.0,,,,,,,,,,,,,
Lal Kuan,540.0,2151360.0,INR,1.0,1,0,"This spacious 2 bhk villa is available for sale and is located in Vridhi Homes Homes, one of the most prestigious projects of Lal Kuan. It is an unfurnished property. It has car parking. Other amenities include intercom, children's play area, rain water harvesting, 24x7 water supply, storm water drains, 24 x 7 security, street lighting, aggregate area of recreational open space and electrification(transformer, solar energy etc). The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. It is well connected to the city areas. Contact us for more details. ",1,,0,0,1,1,1,0,1,0,0,0,0,0,,7.4,,,1.0,1.0,1.0,1.0,,,,,,,,,
Lal Kuan,900.0,4800600.0,INR,1.0,1,0,"It’s a 3 bhk villa situated in Vridhi Homes Homes, Lal Kuan, Ghaziabad. It has a salable area of 900 sqft and is available at a price of Rs. 5,334 per sqft. The house is unfurnished. It has water conservation, rain water harvesting as well as street lighting. The project also has solid waste management and disposal, intercom, sewage treatment plant, gated community, electrification(transformer, solar energy etc), children's play area, lift(s) and storm water drains. It is a ready-to-move-in property. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. It is situated in the proximity of all the important facilities. ",1,,0,0,1,1,1,0,1,0,0,0,0,0,,7.4,,,1.0,1.0,1.0,1.0,,,,,,,,,
Lal Kuan,720.0,2950560.0,INR,1.0,1,0,"A spacious 2 bhk villa is available for sale in Vridhi Homes Homes, Lal Kuan, Ghaziabad. It has a salable area of 720 sqft and is available at a price of Rs. 4,098 per sqft. The house is unfurnished. It has aggregate area of recreational open space as well as solid waste management and disposal. The project also has sewage treatment plant, children's play area, full power backup, lift(s), internal roads, storm water drains, 24x7 water supply and 24 x 7 security. It is a ready-to-move-in property. It is made in way to provide a comfortable living. The site is in close proximity to various civic utilities. If you are interested, please contact us for more details. ",1,,0,0,1,1,1,0,1,0,0,0,0,0,,7.4,,,1.0,1.0,1.0,1.0,,,,,,,,,
Lal Kuan,450.0,1950300.0,INR,1.0,1,0,"It’s a 1 bhk villa situated in Vridhi Homes Homes, Lal Kuan. It has an area of 450 sqft . The property is available at a price of Rs. 19.50 lac . It has gated community. Other amenities include rain water harvesting, full power backup, lift(s), children's play area, electrification(transformer, solar energy etc), street lighting, cctv, car parking and 24x7 water supply. It is made in way to provide a comfortable living for the residents. The site is in close proximity to various civic utilities. If you are interested, please contact us for more details. ",1,,0,0,1,1,1,0,1,0,0,0,0,0,,7.4,,,1.0,1.0,1.0,1.0,,,,,,,,,
Rajendra Nagar,1440.0,16500000.0,INR,,0,0,,1,north,0,13,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,
Govindpuram,1250.0,3450000.0,INR,,1,0,"It’s a 3 bhk villa situated in SLV Infrabuild SLV Balaji Encalve, Govindpuram, Ghaziabad. It is a semi-furnished property. Its main door is facing west direction. It is a 4 year old ready-to-move-in property. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. It is well connected to the city areas. ",1,west,0,5,0,0,0,0,0,0,0,0,0,0,,,,123.0,,,,,,,,,,,,,
Govindpuram,750.0,2600000.0,INR,,1,0,"Well designed 2 bhk villa is available at a prime location in SLV Infrabuild SLV Balaji Encalve. It has a salable area of 750 sqft and is available at a price of Rs. 3,466 per sqft. The house is semi-furnished. Its main door is facing east direction. It is a 4 year old ready-to-move-in property. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. The site is in close proximity to various civic utilities. Kindly call us for details. ",1,east,0,5,0,0,0,0,0,0,0,0,0,0,,,,123.0,,,,,,,,,,,,,
Govindpuram,1000.0,2799000.0,INR,,1,0,It has a built-up area of 1000 sqft and is priced at Rs. 27.99 lac . It is a semi-furnished property. Its main door is facing east direction. This residential property is ready-to-move-in. It is situated in the proximity of all the important facilities. Kindly call us for details. ,1,east,0,2,0,1,0,0,0,0,0,0,0,0,,,,2022.0,,,,1.0,,,,,,,,,
Govindpuram,1250.0,2850000.0,INR,,1,0,"A 3 bhk property is available for sale in Jain Builders Ghaziabad Akshay Enclave, Govindpuram, Ghaziabad. It has a salable area of 1250 sqft and is available at a price of Rs. 2,280 per sqft. The house is semi-furnished. It is a ready-to-move-in property. It is situated in the proximity of all the important facilities. If you are interested, please contact us for more details. ",1,northeast,0,2,0,1,0,0,0,0,0,0,0,0,,,,2022.0,,,,1.0,,,,,,,,,
Govindpuram,800.0,2900000.0,INR,,1,0,"A spacious 2 bhk villa is available for sale in Jain Builders Ghaziabad Akshay Enclave, Govindpuram, Ghaziabad. It has a built-up area of 800 sqft and is priced at Rs. 29.00 lac . It is a ready-to-move-in property. It is made in way to provide a comfortable living for the residents. The society is well connected by different modes of transportation. Please contact us for more details. ",1,east,0,2,0,1,0,0,0,0,0,0,0,0,,,,2022.0,,,,1.0,,,,,,,,,
Govindpuram,1200.0,3700000.0,INR,,1,0,"It’s a 3 bhk villa situated in Govindpuram. It has a salable area of 1200 sqft and is available at a price of Rs. 3,083 per sqft. It is facing west direction. It is an under-construction property . The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. It is situated in the proximity of all the important facilities. Kindly call us for details. ",1,west,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,
Govindpuram,1250.0,3500000.0,INR,,1,0,"This spacious 3 bhk villa is available for sale and is located in the heart of Govindpuram. It is a semi-furnished property. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. The society is well connected by different modes of transportation. If you are interested, please contact us for more details. ",1,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,
Govindpuram,1250.0,3499000.0,INR,,1,0,"It’s a 3 bhk villa situated in Govindpuram, Ghaziabad. It has a salable area of 1250 sqft and is available at a price of Rs. 2,799 per sqft. It is a semi-furnished property. It is west facing property. This residential complex is under-construction as of now. . It is made in way to provide a comfortable living. Kindly call us for details. ",1,west,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,
Govindpuram,1000.0,2900000.0,INR,,1,0,"This spacious 2 bhk villa is available for sale and is located in Jain Builders Ghaziabad Akshay Enclave, one of the most prestigious projects of Govindpuram. It has a salable area of 1000 sqft and is available at a price of Rs. 2,900 per sqft. The house is semi-furnished. This residential property is ready-to-move-in. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. The site is in close proximity to various civic utilities. If you are interested, please contact us for more details. ",1,west,0,2,0,1,0,0,0,0,0,0,0,0,,,,2022.0,,,,1.0,,,,,,,,,
Govindpuram,800.0,2600000.0,INR,,1,0,It has an area of 800 sqft with a carpet area of 450 sqft . The property is available at a price of Rs. 26.00 lac . It is a semi-furnished property. It is a 5 year old ready-to-move-in property. The site is in close proximity to various civic utilities. Please contact for more details. ,1,east,0,5,0,0,0,0,0,0,0,0,0,0,,,,123.0,,,,,,,,,,,,,
Govindpuram,800.0,3600000.0,INR,,1,0,"It’s a 3 bhk villa situated in SLV Infrabuild SLV Phase, Govindpuram. It has an area of 800 sqft with a carpet area of 775 sqft . The property is available at a price of Rs. 36.00 lac . The house is semi-furnished. Its main door is facing east direction. It is a 6 year old ready-to-move-in property. It is made in way to provide a comfortable living. The site is in close proximity to various civic utilities. Kindly call us for details. ",1,east,0,6,0,0,0,0,0,0,0,0,0,0,,,,123.0,,,,,,,,,,,,,
Govindpuram,1000.0,2800000.0,INR,,1,0,"A spacious 3 bhk villa is available for sale in Govindpuram, Ghaziabad. It has a salable area of 1000 sqft and is available at a price of Rs. 2,800 per sqft. It is a ready-to-move-in property. It is well connected to the city areas. Please contact us for more details. ",1,west,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,
Govindpuram,1100.0,3500000.0,INR,,1,0,"It’s a 3 bhk villa situated in Govindpuram. It has a salable area of 1100 sqft and is available at a price of Rs. 3,181 per sqft. It is a semi-furnished property. This residential property is ready-to-move-in. It is made in way to provide a comfortable living for the residents. The site is in close proximity to various civic utilities. If you are interested, please contact us for more details. ",1,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,
Govindpuram,1200.0,2699000.0,INR,,1,0,It’s a 3 bhk villa situated in Govindpuram. It has a built-up area of 1200 sqft and is priced at Rs. 26.99 lac . It is facing east direction. This residential property is ready-to-move-in. The society is well connected by different modes of transportation. Please contact us for more details. ,1,east,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,
Govindpuram,2691.0,22000000.0,INR,,0,1,,1,east,0,7,0,1,0,0,0,0,0,0,0,1,1.0,,,,,,1.0,,,,,,,,1.0,,1.0
Govindpuram,750.0,3100000.0,INR,,1,0,"It’s a 2 bhk villa situated in Govindpuram, Ghaziabad. It has a built-up area of 750 sqft and is priced at Rs. 31.00 lac . It is a semi-furnished property. It is west facing property. It is a ready-to-move-in property. It is made in way to provide a comfortable living. The society is well connected by different modes of transportation. Please contact for more details. ",1,west,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,
Vaishali Sector 4,1700.0,25000000.0,INR,,0,1,"It has a salable area of 1700 sqft and is available at a price of Rs. 14,705 per sqft. It has 2 wardrobe, 1 wifi, 1 gas connection and 1 modular kitchen. Its main door is facing east direction. The property is available on freehold. If you are interested, please contact us for more details. ",1,east,0,10,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,
Govindpuram,1985.0,6895000.0,INR,,0,0,"A 3 bhk property is available for sale in Govindpuram, Ghaziabad. It has an area of 1985 sqft with a carpet area of 1800 sqft . The property is available at a price of Rs. 68.95 lac . The house is semi-furnished. It is east facing property. This residential property is ready-to-move-in. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. The site is in close proximity to various civic utilities. Please contact for more details. ",1,east,0,0,0,0,1,0,0,0,1,0,0,0,,,,,,,,,,,,,,,,,
Ansals Chiranjiv Vihar,2200.0,8975000.0,INR,,0,0,"Well designed 3 bhk villa is available at a prime location in Ansals Chiranjiv Vihar. It has a salable area of 2200 sqft and is available at a price of Rs. 4,079 per sqft. It is a semi-furnished property. This residential property is ready-to-move-in. It is situated in the proximity of all the important facilities. Kindly call us for details. ",1,,0,4,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,
