listing_id,city,state,locality,area_sqft,bhk,bathrooms,floor,total_floors,property_age_years,age_band,furnishing_status,property_type,price,price_per_sqft,parking,lift,security,power_backup,gym,pool,clubhouse,garden
L115072,ahmedabad,Gujarat,Vastrapur,1368.7,3,2.0,8,10.0,4.0,1-5,full,independent,14976900.0,10942.7,1,0,1,1,1,1,1,1
L115073,pune,Maharashtra,Kharadi,1506.4,3,2.0,4,4.0,14.0,10-20,semi,independent,18759300.0,12452.8,1,1,0,0,1,0,1,0
L115074,lucknow,Uttar Pradesh,Jankipuram,1417.2,3,2.0,1,2.0,7.0,5-10,semi,apartment,4886400.0,3448.0,1,0,0,1,1,0,1,0
L115075,kolkata,West Bengal,Garia,927.3,2,1.0,4,4.0,3.0,1-5,semi,independent,6195500.0,6681.3,0,0,0,0,1,1,0,1
L115076,bengaluru,Karnataka,Hebbal,1176.6,3,3.0,16,19.0,2.0,1-5,semi,apartment,18965700.0,16118.6,0,0,0,0,1,1,1,1
L115077,kolkata,West Bengal,Garia,1739.9,3,2.0,0,0.0,9.0,5-10,unfurnished,plot,6311500.0,3627.6,0,1,0,0,0,1,1,1
L115078,hyderabad,Telangana,Hitec City,1414.9,3,3.0,0,0.0,14.0,10-20,semi,plot,9996700.0,7065.5,1,0,0,0,1,0,0,1
L115079,ahmedabad,Gujarat,Satellite,1673.4,4,3.0,15,17.0,39.0,20+,semi,villa,14995900.0,8961.3,0,1,1,0,0,1,0,1
L115080,delhi,Delhi,South Delhi,1456.4,3,2.0,11,17.0,5.0,5-10,full,independent,56254200.0,38626.2,1,0,1,1,0,0,1,1
L115081,ahmedabad,Gujarat,Maninagar,1429.2,3,2.0,0,1.0,35.0,20+,full,independent,7844300.0,5488.8,1,0,1,1,0,1,1,0
L115082,chennai,Tamil Nadu,Velachery,1388.8,2,1.0,14,20.0,12.0,10-20,unfurnished,apartment,10337800.0,7443.8,1,0,1,0,0,1,0,0
L115083,delhi,Delhi,Gurugram,1129.9,2,2.0,2,13.0,18.0,10-20,unfurnished,apartment,22791700.0,20171.4,0,0,1,0,1,1,0,0
L115084,mumbai,Maharashtra,Powai,954.3,2,2.0,5,5.0,13.0,10-20,unfurnished,apartment,30209400.0,31657.4,1,1,0,1,0,0,1,0
L115085,kolkata,West Bengal,Ballygunge,1025.0,2,2.0,0,1.0,19.0,10-20,semi,independent,13180800.0,12859.0,0,0,0,1,0,0,1,1
L115086,lucknow,Uttar Pradesh,Aliganj,1011.1,2,2.0,1,1.0,12.0,10-20,unfurnished,apartment,4011300.0,3967.1,0,1,0,1,1,1,1,0
L115087,delhi,Delhi,South Delhi,617.7,1,1.0,0,0.0,6.0,5-10,semi,plot,13357900.0,21624.7,0,0,1,0,0,0,0,0
L115088,pune,Maharashtra,Hadapsar,921.2,2,2.0,0,0.0,7.0,5-10,semi,plot,5470400.0,5938.0,1,0,1,0,0,1,1,0
L115089,jaipur,Rajasthan,Vaishali Nagar,1497.7,3,2.0,1,12.0,7.0,5-10,semi,apartment,6489700.0,4333.2,0,0,0,1,0,1,1,1
L115090,mumbai,Maharashtra,Navi Mumbai,1063.5,2,2.0,8,8.0,3.0,1-5,full,apartment,23946200.0,22516.9,1,0,0,0,1,1,0,1
L115091,delhi,Delhi,Gurugram,712.3,1,1.0,0,2.0,2.0,1-5,semi,apartment,18117800.0,25434.4,1,1,1,0,0,0,1,1
L115092,jaipur,Rajasthan,Malviya Nagar,1447.5,3,3.0,13,16.0,36.0,20+,full,apartment,9064100.0,6262.0,1,0,0,0,1,0,0,0
L115093,delhi,Delhi,Gurugram,1536.3,4,4.0,13,16.0,0.0,new,unfurnished,apartment,36644400.0,23852.7,1,0,0,0,1,1,0,1
L115094,chennai,Tamil Nadu,OMR,1480.3,3,2.0,18,19.0,0.0,new,full,apartment,15352900.0,10371.8,1,1,0,0,1,1,1,0
L115095,kolkata,West Bengal,Howrah,670.8,1,1.0,5,5.0,2.0,1-5,unfurnished,apartment,3720400.0,5546.4,1,0,1,0,0,1,1,0
L115096,delhi,Delhi,Noida,1076.4,2,2.0,1,18.0,17.0,10-20,unfurnished,apartment,12070300.0,11213.9,0,1,1,1,1,1,0,0
L115097,chennai,Tamil Nadu,OMR,1050.8,2,2.0,6,7.0,10.0,10-20,semi,independent,10787000.0,10266.0,1,1,1,0,1,1,0,0
L115098,jaipur,Rajasthan,Jagatpura,677.1,1,1.0,4,17.0,11.0,10-20,unfurnished,villa,3087500.0,4560.1,0,0,1,1,0,0,0,0
L115099,chandigarh,Chandigarh,Sector 8,1774.0,3,3.0,0,0.0,0.0,new,full,plot,22078500.0,12445.4,0,1,0,0,0,0,0,1
L115100,kolkata,West Bengal,New Town,1401.4,2,1.0,8,12.0,2.0,1-5,semi,apartment,10797100.0,7704.4,1,0,1,1,0,0,0,1
L115101,mumbai,Maharashtra,Thane,1160.8,2,2.0,3,5.0,19.0,10-20,unfurnished,villa,25386300.0,21869.6,0,1,1,1,1,0,0,1
L115102,kolkata,West Bengal,Garia,1080.1,1,1.0,0,0.0,7.0,5-10,semi,plot,4313300.0,3993.5,0,0,1,1,1,1,1,1
L115103,delhi,Delhi,Rohini,1301.2,3,3.0,10,16.0,3.0,1-5,semi,independent,30538900.0,23470.2,0,1,1,1,1,0,1,1
L115104,jaipur,Rajasthan,C-Scheme,1044.9,2,1.0,14,26.0,0.0,new,full,independent,13169100.0,12603.5,0,1,0,1,1,0,0,0
L115105,lucknow,Uttar Pradesh,Indira Nagar,1338.7,2,1.0,3,4.0,0.0,new,semi,apartment,6797800.0,5078.1,0,0,0,1,1,1,1,0
L115106,jaipur,Rajasthan,Jagatpura,1004.5,2,2.0,5,24.0,16.0,10-20,semi,apartment,4196600.0,4178.0,1,1,1,1,1,1,0,1
L115107,pune,Maharashtra,Hadapsar,1094.7,3,2.0,5,8.0,2.0,1-5,semi,apartment,11209800.0,10240.5,1,0,0,0,0,1,1,1
L115108,ahmedabad,Gujarat,SG Highway,1189.3,2,1.0,12,22.0,31.0,20+,unfurnished,independent,8755600.0,7361.8,0,1,0,1,1,0,0,1
L115109,chennai,Tamil Nadu,Porur,1022.2,2,2.0,0,,9.0,5-10,full,apartment,8912000.0,8718.1,1,1,1,0,1,1,1,0
L115110,hyderabad,Telangana,Gachibowli,1074.8,2,1.0,5,14.0,3.0,1-5,full,apartment,11605900.0,10798.3,0,0,0,1,0,1,1,0
L115111,chandigarh,Chandigarh,IT Park,877.4,3,3.0,2,2.0,39.0,20+,full,apartment,9327400.0,10631.3,0,0,0,1,1,1,0,1
L115112,lucknow,Uttar Pradesh,Jankipuram,1262.3,2,2.0,3,17.0,14.0,10-20,unfurnished,independent,4820600.0,3819.1,0,1,1,0,1,1,1,0
L115113,jaipur,Rajasthan,Jagatpura,1208.2,2,2.0,1,7.0,9.0,5-10,unfurnished,apartment,4358000.0,3607.1,1,1,1,0,0,1,0,0
L115114,jaipur,Rajasthan,Vaishali Nagar,1336.8,3,2.0,8,10.0,7.0,5-10,full,apartment,7947200.0,5945.0,0,1,0,0,0,1,1,0
L115115,lucknow,Uttar Pradesh,Indira Nagar,1082.2,2,1.0,11,14.0,3.0,1-5,unfurnished,independent,5907700.0,5459.1,0,0,1,0,0,1,1,1
L115116,jaipur,Rajasthan,Mansarovar,928.9,2,2.0,0,18.0,3.0,1-5,unfurnished,villa,5407600.0,5821.4,1,0,1,0,1,0,0,1
L115117,kolkata,West Bengal,Behala,1208.1,3,2.0,0,0.0,3.0,1-5,unfurnished,plot,4736000.0,3920.3,0,1,0,0,0,1,0,0
L115118,pune,Maharashtra,Baner,2771.9,5,5.0,0,0.0,30.0,20+,unfurnished,plot,17672400.0,6375.6,1,1,0,0,0,1,0,1
L115119,mumbai,Maharashtra,Navi Mumbai,1207.4,3,2.0,6,6.0,2.0,1-5,full,apartment,22052400.0,18264.7,1,0,0,1,0,0,1,0
L115120,kolkata,West Bengal,Behala,1780.0,3,3.0,4,4.0,6.0,5-10,semi,apartment,9308000.0,5229.2,1,1,0,0,1,0,1,1
L115121,delhi,Delhi,South Delhi,723.1,1,1.0,9,,21.0,20+,semi,apartment,19754700.0,27317.9,1,1,1,1,1,1,1,0
L115122,delhi,Delhi,Dwarka,1402.0,2,2.0,4,15.0,12.0,10-20,unfurnished,independent,80736400.0,57586.6,0,1,0,1,0,1,1,0
L115123,kolkata,West Bengal,Behala,917.6,1,1.0,14,20.0,39.0,20+,full,apartment,4573900.0,4984.7,1,1,1,0,0,0,1,1
L115124,lucknow,Uttar Pradesh,Raebareli Road,1683.5,4,3.0,7,13.0,6.0,5-10,full,villa,8292400.0,4925.8,1,1,1,0,0,1,1,1
L115125,hyderabad,Telangana,Miyapur,1584.0,3,3.0,1,9.0,26.0,20+,semi,apartment,9333000.0,5892.1,1,1,0,0,1,0,0,0
L115126,mumbai,Maharashtra,Powai,1104.4,2,1.0,2,12.0,17.0,10-20,unfurnished,apartment,33982200.0,30770.0,1,1,0,1,1,1,0,1
L115127,jaipur,Rajasthan,Ajmer Road,1435.9,4,4.0,6,12.0,5.0,5-10,semi,apartment,5341300.0,3719.8,1,1,0,0,0,0,1,1
L115128,ahmedabad,Gujarat,Vastrapur,1188.3,2,2.0,1,1.0,5.0,5-10,unfurnished,apartment,8039600.0,6765.7,0,0,0,0,0,0,1,0
L115129,lucknow,Uttar Pradesh,Aliganj,1179.9,2,2.0,4,15.0,9.0,5-10,unfurnished,apartment,5331500.0,4518.5,1,1,0,1,0,1,0,0
L115130,hyderabad,Telangana,Banjara Hills,844.1,1,1.0,5,11.0,9.0,5-10,semi,independent,13494300.0,15987.3,0,1,1,0,0,1,0,1
L115131,kolkata,West Bengal,New Town,1048.9,2,1.0,0,0.0,20.0,20+,semi,plot,4145500.0,3952.2,0,1,0,1,0,0,1,1
L115132,pune,Maharashtra,Koregaon Park,2101.3,5,5.0,8,20.0,4.0,1-5,unfurnished,independent,40923500.0,19475.7,0,0,0,1,0,0,1,1
L115133,pune,Maharashtra,Baner,575.7,1,,0,0.0,19.0,10-20,semi,plot,4659700.0,8094.3,0,1,1,0,0,0,1,1
L115134,delhi,Delhi,Gurugram,1779.0,4,4.0,0,0.0,2.0,1-5,full,plot,31752100.0,17848.0,0,1,0,0,0,0,0,0
L115135,chandigarh,Chandigarh,Sector 22,1499.8,3,2.0,12,21.0,5.0,5-10,full,apartment,19064400.0,12711.6,0,0,1,1,1,1,0,1
L115136,hyderabad,Telangana,Kondapur,895.7,1,1.0,6,7.0,10.0,10-20,full,apartment,8101100.0,9044.2,0,0,1,1,0,1,0,1
L115137,ahmedabad,Gujarat,SG Highway,777.2,1,1.0,5,6.0,19.0,10-20,semi,apartment,5297600.0,6816.2,1,1,0,1,1,0,1,1
L115138,kochi,Kerala,Aluva,1212.8,2,2.0,7,11.0,13.0,10-20,unfurnished,apartment,5368400.0,4426.6,1,1,0,0,0,1,0,1
L115139,hyderabad,Telangana,Banjara Hills,1384.3,2,2.0,2,3.0,5.0,5-10,unfurnished,apartment,19237800.0,13897.0,0,0,0,0,1,0,1,1
L115140,kolkata,West Bengal,Ballygunge,1788.3,3,2.0,6,8.0,25.0,20+,full,apartment,18814200.0,10520.8,1,1,1,1,1,0,0,0
L115141,hyderabad,Telangana,Banjara Hills,1046.8,2,2.0,4,8.0,0.0,new,semi,apartment,19269400.0,18408.1,0,0,0,1,1,1,0,1
L115142,jaipur,Rajasthan,Ajmer Road,817.5,2,1.0,7,20.0,4.0,1-5,unfurnished,apartment,3034000.0,3711.1,1,0,0,1,0,0,0,0
L115143,kochi,Kerala,Kakkanad,1510.2,4,4.0,6,12.0,4.0,1-5,unfurnished,apartment,9841200.0,6516.7,0,0,1,1,1,1,0,0
L115144,mumbai,Maharashtra,Bandra,1747.2,3,2.0,5,19.0,16.0,10-20,semi,apartment,74271100.0,42509.3,1,1,0,0,0,1,0,0
L115145,chandigarh,Chandigarh,Sector 22,953.4,2,2.0,1,13.0,0.0,new,semi,apartment,14656700.0,15373.5,1,0,0,1,1,1,1,0
L115146,kolkata,West Bengal,Garia,555.4,1,1.0,6,16.0,1.0,1-5,semi,apartment,3979300.0,7164.4,0,1,1,0,1,0,1,1
L115147,delhi,Delhi,South Delhi,751.1,1,1.0,1,1.0,10.0,10-20,full,apartment,26348400.0,35079.7,1,1,0,1,1,1,1,1
L115148,delhi,Delhi,South Delhi,981.9,2,1.0,5,10.0,8.0,5-10,unfurnished,apartment,28242400.0,28764.3,0,1,1,1,1,1,1,0
L115149,kochi,Kerala,Marine Drive,1803.6,3,2.0,8,12.0,11.0,10-20,unfurnished,apartment,16286700.0,9029.9,1,0,1,0,0,1,1,0
L115150,ahmedabad,Gujarat,SG Highway,1537.5,2,1.0,1,1.0,9.0,5-10,unfurnished,apartment,10252900.0,6668.7,1,0,1,1,1,1,1,0
L115151,bengaluru,Karnataka,Hebbal,1118.2,2,1.0,12,16.0,0.0,new,semi,apartment,18436100.0,16487.5,1,0,1,0,1,1,1,0
L115152,mumbai,Maharashtra,Thane,804.5,2,2.0,5,8.0,7.0,5-10,semi,apartment,17257700.0,21452.0,0,0,1,1,0,0,1,0
L115153,hyderabad,Telangana,Uppal,627.9,1,1.0,16,16.0,11.0,10-20,unfurnished,villa,4612700.0,7346.3,0,1,0,0,0,1,1,1
L115154,bengaluru,Karnataka,Whitefield,924.8,2,1.0,0,4.0,33.0,20+,unfurnished,apartment,7392500.0,7993.4,0,0,0,1,0,1,1,0
L115155,bengaluru,Karnataka,Koramangala,1093.8,2,1.0,15,20.0,35.0,20+,full,apartment,17024200.0,15563.9,0,1,1,0,0,1,0,0
L115156,chandigarh,Chandigarh,Panchkula,1146.4,3,2.0,9,17.0,38.0,20+,semi,apartment,8412600.0,7338.1,0,0,1,0,0,1,1,0
L115157,chennai,Tamil Nadu,Tambaram,1668.1,3,3.0,0,1.0,6.0,5-10,full,independent,12344400.0,7400.2,1,1,1,0,0,1,1,1
L115158,lucknow,Uttar Pradesh,Gomti Nagar,949.1,2,2.0,5,16.0,7.0,5-10,semi,independent,7064000.0,7442.9,0,0,1,1,1,0,0,0
L115159,chandigarh,Chandigarh,Zirakpur,833.8,2,1.0,2,16.0,0.0,new,semi,apartment,6927700.0,8308.9,0,1,1,0,0,0,0,1
L115160,mumbai,Maharashtra,Bandra,1243.2,3,2.0,9,12.0,2.0,1-5,semi,independent,75243900.0,60524.0,1,0,0,0,1,1,1,0
L115161,jaipur,Rajasthan,Ajmer Road,948.9,2,1.0,10,12.0,9.0,5-10,unfurnished,apartment,3519600.0,3709.3,1,0,0,1,1,0,0,0
L115162,kolkata,West Bengal,Behala,2015.3,4,,5,9.0,22.0,20+,unfurnished,apartment,7826100.0,3883.3,0,0,0,0,0,1,0,0
L115163,bengaluru,Karnataka,Hebbal,614.9,1,1.0,3,4.0,12.0,10-20,semi,apartment,7050200.0,11465.9,1,1,1,1,1,1,1,0
L115164,kolkata,West Bengal,Garia,1612.3,4,4.0,0,0.0,6.0,5-10,full,plot,6942600.0,4306.1,1,0,1,1,0,0,1,0
L115165,chennai,Tamil Nadu,Porur,1551.7,3,3.0,3,13.0,33.0,20+,semi,apartment,9335300.0,6016.3,1,0,1,1,0,1,0,1
L115166,mumbai,Maharashtra,Bandra,1419.9,3,3.0,0,1.0,18.0,10-20,semi,apartment,69534600.0,48971.1,1,1,0,1,1,1,1,1
L115167,delhi,Delhi,Dwarka,1025.5,2,1.0,5,5.0,2.0,1-5,semi,apartment,21502900.0,20968.9,1,1,1,0,1,1,1,0
L115168,hyderabad,Telangana,Gachibowli,1090.1,2,1.0,9,17.0,9.0,5-10,semi,villa,16768500.0,15382.0,1,1,1,1,1,0,0,1
L115169,chandigarh,Chandigarh,Sector 22,1866.1,4,4.0,7,20.0,10.0,10-20,semi,apartment,20613500.0,11046.4,1,0,1,0,1,1,0,0
L115170,bengaluru,Karnataka,Sarjapur Road,1091.6,2,1.0,0,7.0,18.0,10-20,full,apartment,14078800.0,12897.4,1,1,1,1,0,0,1,1
L115171,kochi,Kerala,Edappally,1227.9,3,3.0,0,0.0,29.0,20+,semi,plot,4700000.0,3827.6,1,1,1,0,0,0,1,0
L115172,pune,Maharashtra,Hadapsar,1346.4,3,2.0,1,7.0,3.0,1-5,unfurnished,independent,14617600.0,10856.9,1,0,1,0,1,1,1,0
L115173,chandigarh,Chandigarh,Mohali,960.9,2,2.0,1,1.0,8.0,5-10,full,apartment,8185700.0,8518.8,1,1,0,0,1,0,0,1
L115174,jaipur,Rajasthan,Malviya Nagar,896.0,2,2.0,10,20.0,32.0,20+,semi,independent,21722000.0,24243.3,0,0,1,0,0,0,1,1
L115175,mumbai,Maharashtra,Bandra,641.7,1,1.0,0,0.0,7.0,5-10,unfurnished,plot,20257400.0,31567.1,0,1,1,1,1,1,1,0
L115176,lucknow,Uttar Pradesh,Jankipuram,1492.5,3,3.0,3,15.0,18.0,10-20,full,apartment,5636000.0,3776.3,1,0,0,1,0,0,0,0
L115177,delhi,Delhi,Gurugram,1621.4,3,3.0,4,6.0,21.0,20+,unfurnished,apartment,28816200.0,17772.3,1,0,1,0,1,1,1,1
L115178,hyderabad,Telangana,Miyapur,1841.3,4,4.0,6,24.0,5.0,5-10,semi,apartment,11493600.0,6242.1,0,1,0,0,0,1,0,0
L115179,ahmedabad,Gujarat,Satellite,1838.2,3,3.0,1,1.0,0.0,new,unfurnished,apartment,15323000.0,8335.8,1,0,0,1,0,1,0,0
L115180,chandigarh,Chandigarh,IT Park,691.2,1,1.0,3,16.0,3.0,1-5,semi,apartment,8049500.0,11645.4,1,1,0,0,0,0,0,0
L115181,delhi,Delhi,Noida,811.9,2,2.0,10,15.0,9.0,5-10,unfurnished,apartment,13014700.0,16030.0,1,1,1,0,1,1,0,0
L115182,kolkata,West Bengal,Garia,798.5,1,1.0,1,1.0,0.0,new,semi,independent,5871400.0,7352.9,0,1,0,1,0,0,0,0
L115183,kolkata,West Bengal,Garia,2225.7,5,,0,4.0,3.0,1-5,unfurnished,independent,14019900.0,6299.0,0,0,1,0,1,0,0,1
L115184,pune,Maharashtra,Kharadi,1775.3,3,3.0,15,18.0,39.0,20+,full,apartment,18931900.0,10664.3,1,1,1,1,0,1,1,0
L115185,kochi,Kerala,Kakkanad,1114.4,2,2.0,6,14.0,16.0,10-20,unfurnished,apartment,6048600.0,5427.7,0,1,0,0,1,0,0,0
L115186,hyderabad,Telangana,Uppal,843.8,1,1.0,0,0.0,8.0,5-10,unfurnished,plot,3718800.0,4407.1,1,0,0,1,1,1,1,1
L115187,kochi,Kerala,Fort Kochi,1383.3,4,3.0,0,0.0,2.0,1-5,semi,plot,7251000.0,5241.8,1,0,1,1,0,0,0,1
L115188,ahmedabad,Gujarat,Satellite,1285.8,3,3.0,3,,2.0,1-5,full,apartment,12793200.0,9949.8,1,1,1,1,0,1,0,0
L115189,delhi,Delhi,Rohini,920.0,2,2.0,4,5.0,2.0,1-5,full,independent,19143200.0,20806.8,0,0,0,0,0,0,0,1
L115190,pune,Maharashtra,Wakad,1172.4,2,1.0,5,20.0,0.0,new,semi,apartment,14274800.0,12175.4,1,0,1,0,1,1,0,1
L115191,ahmedabad,Gujarat,SG Highway,1775.7,3,3.0,0,15.0,1.0,1-5,full,villa,16519400.0,9302.8,0,1,1,1,1,1,0,0
L115192,chandigarh,Chandigarh,Mohali,1090.3,2,2.0,14,19.0,39.0,20+,unfurnished,apartment,6475800.0,5939.4,0,0,1,1,1,0,1,1
L115193,ahmedabad,Gujarat,SG Highway,770.9,1,1.0,17,18.0,39.0,20+,semi,apartment,4522800.0,5866.9,0,1,0,0,1,1,0,0
L115194,kolkata,West Bengal,Howrah,1556.1,3,2.0,13,16.0,1.0,1-5,semi,apartment,7669400.0,4928.5,1,1,0,1,0,0,1,1
L115195,pune,Maharashtra,Hadapsar,734.0,1,1.0,0,0.0,7.0,5-10,unfurnished,plot,3501000.0,4769.9,0,0,0,0,0,0,0,0
L115196,ahmedabad,Gujarat,Bopal,1635.6,4,3.0,6,11.0,0.0,new,unfurnished,apartment,10349700.0,6327.8,0,0,1,1,1,0,0,0
L115197,kochi,Kerala,Aluva,744.4,1,1.0,12,16.0,4.0,1-5,unfurnished,independent,4393600.0,5902.1,1,0,1,1,1,1,1,1
L115198,lucknow,Uttar Pradesh,Hazratganj,1210.9,2,1.0,0,1.0,2.0,1-5,unfurnished,apartment,6474100.0,5346.4,1,1,1,1,0,1,0,0
L115199,kolkata,West Bengal,Behala,2121.4,4,4.0,0,0.0,30.0,20+,semi,plot,7102400.0,3348.0,1,1,0,1,0,1,0,1
L115200,jaipur,Rajasthan,Mansarovar,1779.7,3,2.0,19,19.0,8.0,5-10,semi,apartment,8761400.0,4922.9,1,0,0,1,0,1,1,0
L115201,delhi,Delhi,Dwarka,992.9,2,1.0,5,28.0,4.0,1-5,full,apartment,19991200.0,20133.8,1,1,0,1,1,1,1,1
L115202,mumbai,Maharashtra,Powai,970.3,3,3.0,0,0.0,6.0,5-10,full,plot,26144900.0,26945.9,1,0,1,1,0,0,0,0
L115203,delhi,Delhi,Rohini,1486.6,3,2.0,0,6.0,19.0,10-20,semi,independent,21482000.0,14450.5,1,1,0,0,0,1,0,0
L115204,kolkata,West Bengal,New Town,1581.4,4,3.0,2,9.0,13.0,10-20,unfurnished,apartment,9606700.0,6074.9,1,0,0,0,0,0,0,1
L115205,kochi,Kerala,Aluva,1047.7,2,1.0,0,11.0,19.0,10-20,full,apartment,4671300.0,4458.8,0,0,1,1,1,0,0,0
L115206,lucknow,Uttar Pradesh,Jankipuram,1268.4,2,2.0,8,22.0,24.0,20+,unfurnished,apartment,3674600.0,2897.1,1,1,1,0,0,0,1,0
L115207,kochi,Kerala,Panampilly Nagar,2220.0,4,3.0,0,0.0,12.0,10-20,unfurnished,plot,11263800.0,5073.8,0,0,1,1,1,1,0,1
L115208,lucknow,Uttar Pradesh,Aliganj,713.7,1,1.0,18,19.0,8.0,5-10,unfurnished,apartment,3299800.0,4623.8,1,0,0,1,1,1,0,0
L115209,kochi,Kerala,Panampilly Nagar,1477.2,3,2.0,2,16.0,7.0,5-10,unfurnished,apartment,11665200.0,7896.7,0,0,0,0,1,1,0,0
L115210,chennai,Tamil Nadu,OMR,1400.2,3,3.0,15,17.0,2.0,1-5,unfurnished,independent,14961200.0,10685.3,1,1,1,1,1,1,1,0
L115211,bengaluru,Karnataka,Sarjapur Road,1001.1,3,2.0,8,19.0,11.0,10-20,unfurnished,apartment,11086700.0,11074.3,0,1,0,0,0,0,0,0
L115212,chennai,Tamil Nadu,OMR,1491.7,3,3.0,5,9.0,4.0,1-5,semi,apartment,13090800.0,8775.7,0,0,0,1,0,0,0,1
L115213,jaipur,Rajasthan,Malviya Nagar,1768.2,4,4.0,9,12.0,7.0,5-10,unfurnished,villa,55032400.0,31123.4,0,1,0,1,1,1,0,1
L115214,hyderabad,Telangana,Uppal,1097.6,3,3.0,6,10.0,14.0,10-20,full,apartment,6000600.0,5466.8,0,0,1,0,0,0,0,0
L115215,bengaluru,Karnataka,Electronic City,1783.1,4,3.0,0,1.0,17.0,10-20,semi,independent,13041200.0,7313.9,1,0,1,1,1,0,0,1
L115216,kolkata,West Bengal,New Town,1113.6,3,2.0,2,21.0,0.0,new,full,independent,11362800.0,10203.4,1,1,0,0,1,0,0,0
L115217,hyderabad,Telangana,Uppal,1786.3,4,,10,14.0,19.0,10-20,full,villa,14909700.0,8346.5,0,1,0,1,1,0,1,1
L115218,lucknow,Uttar Pradesh,Gomti Nagar,707.7,2,2.0,2,3.0,2.0,1-5,semi,villa,6522200.0,9216.5,0,0,0,1,0,1,1,0
L115219,ahmedabad,Gujarat,SG Highway,650.5,1,1.0,2,3.0,13.0,10-20,unfurnished,apartment,4310000.0,6625.4,1,0,0,1,1,0,0,0
L115220,pune,Maharashtra,Wakad,1454.1,3,2.0,4,5.0,4.0,1-5,full,apartment,15561000.0,10701.3,0,1,0,0,0,0,0,0
L115221,kolkata,West Bengal,Behala,1428.1,3,2.0,0,,25.0,20+,unfurnished,apartment,6151500.0,4307.5,1,0,0,0,1,0,1,1
L115222,mumbai,Maharashtra,Powai,1464.7,3,3.0,4,14.0,5.0,5-10,full,apartment,56056500.0,38271.3,0,1,0,0,0,1,0,0
L115223,bengaluru,Karnataka,Hebbal,1672.4,4,3.0,1,4.0,16.0,10-20,full,villa,25834700.0,15447.9,0,1,1,1,0,0,1,0
L115224,mumbai,Maharashtra,Borivali,1591.8,3,2.0,0,0.0,6.0,5-10,full,plot,28437900.0,17865.7,1,1,0,1,0,0,1,0
L115225,kolkata,West Bengal,New Town,1640.8,3,3.0,2,17.0,5.0,5-10,semi,apartment,9726900.0,5928.2,0,0,1,0,0,0,0,1
L115226,hyderabad,Telangana,Miyapur,2073.1,4,3.0,13,17.0,0.0,new,full,apartment,19337100.0,9327.8,1,1,1,0,1,1,1,1
L115227,jaipur,Rajasthan,Malviya Nagar,1576.9,3,3.0,8,22.0,22.0,20+,full,apartment,10148900.0,6436.1,1,1,0,0,1,1,1,1
L115228,lucknow,Uttar Pradesh,Hazratganj,1542.6,5,5.0,1,9.0,18.0,10-20,semi,independent,9121100.0,5912.9,0,1,0,0,1,0,0,0
L115229,kolkata,West Bengal,Ballygunge,1479.6,3,3.0,0,,12.0,10-20,full,plot,11892400.0,8037.7,0,1,0,1,1,1,0,0
L115230,chandigarh,Chandigarh,IT Park,1009.2,3,3.0,1,5.0,4.0,1-5,semi,independent,16790400.0,16637.6,0,1,0,0,1,1,0,0
L115231,chennai,Tamil Nadu,Adyar,1024.4,2,1.0,0,1.0,0.0,new,semi,apartment,15404000.0,15036.5,0,1,0,1,0,0,1,1
L115232,ahmedabad,Gujarat,Chandkheda,1564.2,3,2.0,3,8.0,0.0,new,unfurnished,apartment,7347200.0,4697.1,0,0,1,0,0,1,0,1
L115233,ahmedabad,Gujarat,Vastrapur,1380.7,3,2.0,2,9.0,0.0,new,full,apartment,11020400.0,7981.5,1,0,1,1,0,1,1,1
L115234,hyderabad,Telangana,Miyapur,1331.9,4,3.0,13,17.0,0.0,new,full,apartment,11513300.0,8644.5,1,0,0,0,1,0,1,0
L115235,mumbai,Maharashtra,Andheri West,1439.5,3,2.0,3,24.0,4.0,1-5,unfurnished,independent,57550700.0,39978.9,1,0,0,0,0,0,1,0
L115236,chandigarh,Chandigarh,Panchkula,2198.4,4,4.0,16,19.0,0.0,new,unfurnished,apartment,21069400.0,9583.8,0,1,0,1,0,1,1,0
L115237,ahmedabad,Gujarat,Bopal,1101.9,3,3.0,3,,5.0,5-10,unfurnished,independent,7370000.0,6688.4,1,0,1,1,0,0,1,0
L115238,kochi,Kerala,Panampilly Nagar,1009.2,2,2.0,6,9.0,18.0,10-20,unfurnished,apartment,8777700.0,8697.6,1,1,0,0,0,1,1,1
L115239,ahmedabad,Gujarat,Vastrapur,1240.5,3,3.0,12,26.0,0.0,new,unfurnished,apartment,11482800.0,9256.9,1,1,0,1,1,1,0,0
L115240,delhi,Delhi,Dwarka,558.3,1,1.0,6,6.0,12.0,10-20,semi,apartment,8911100.0,15961.5,1,0,0,1,1,1,0,1
L115241,jaipur,Rajasthan,Ajmer Road,1964.1,5,4.0,14,18.0,8.0,5-10,semi,apartment,8017600.0,4082.0,1,0,1,0,1,0,0,1
L115242,mumbai,Maharashtra,Navi Mumbai,1276.6,2,,10,14.0,27.0,20+,unfurnished,apartment,15435800.0,12091.4,0,0,0,0,0,0,1,0
L115243,hyderabad,Telangana,Kondapur,1669.1,4,4.0,0,1.0,20.0,20+,full,villa,16510500.0,9891.9,1,0,0,0,1,1,0,0
L115244,ahmedabad,Gujarat,Chandkheda,1980.3,3,3.0,9,16.0,9.0,5-10,semi,apartment,8348300.0,4215.6,1,0,0,1,1,1,1,0
